institution,country,datasource,nPapers,nAuth,standardized name
"United Nations, Geneva, Switzerland",Switzerland,WoS,1,1,"United Nations - UN (Geneva, Switzerland)"
"United Nations, Off Secretary Gen Special Envoy TB, Geneva, Switzerland",Switzerland,WoS,1,1,United Nations - UN
"Unity of Old Age Psychiatry, Centre Les Toises, Lausanne, Switzerland",Switzerland,Scopus,1,1,Unisanté
"Unité d’Orthopédie et Traumatologie du Sport, Swiss Olympic Medical Center, University Hospital of Geneva, Rue Gabrielle-Perret- Gentil 4, Geneva, 1211, Switzerland",Switzerland,Scopus,1,3,University Hospital of Geneva - GE
"Univ & Childrens Hosp Basel, Dept Neurosurg & Pediat Neurosurg, Basel, Switzerland",Switzerland,Both,1,1,University of Basel - BS
"Univ 1205 Geneva, Dept Genet & Evolut, Geneva, Switzerland",Switzerland,Both,1,4,University of Geneva - GE
"Univ 6, ETH Zurich, Learning & Adapt Syst Grp, CH-8092 Zurich, Switzerland",Switzerland,Both,1,1,ETH Zurich - ETHZ
"Univ Appl Nursing Sci, Dept Nursing Sci, 30 Ave Vinet, CH-1004 Lausanne, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Northwest Switzerland, Bahnhofstr 6, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Inst Data Sci, Bahnhofstr 6, CH-5210 Windisch, Switzerland",Switzerland,Both,1,3,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Inst Ecopreneurship, Sch Life Sci, Hofackerstr 30, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Sch Engn, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Sch Life Sci HLS, Inst Ecopreneurship IEC, FHNW, Grundenstr 40, CH-4132 Muttenz, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Sch Life Sci, Inst Ecopreneurship, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,4,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland FHN, Sch Life Sci, Inst Ecopreneurship, Hofackerstr 30, CH-4132 Muttenz, Switzerland",Switzerland,WoS,1,6,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Bahnhofstr 6, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, CH-5210 Windisch, Switzerland",Switzerland,Both,1,3,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Inst Chem & Bioanalyt, Hofackerstr 30, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Inst Ecopreneurship, Sch Life Sci, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,2,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Inst Informat Syst, Riggenbachstr 16, CH-4600 Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Inst Informat Syst, Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Riggenbachstr 16, CH-4600 Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Sch Business, CH-4600 Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Sch Engn, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Sch Life Sci, Grundenstr 40, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Sch Life Sci, Inst Chem & Bioanalyt, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Northwestern Switzerland, Sch Life Sci, Inst Ecopreneurship, Grundenstr 40, CH-4132 Muttenz, Switzerland",Switzerland,Both,1,5,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci & Arts Southern Switzerland, Appl Microbiol Lab, Manno, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Business Econ Hlth & Social Care, Lugano, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Educ & Learning, Locarno, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Innovat Technol, IDSIA USI SUPSI, CH-6962 Lugano, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Innovat Technol, Lugano, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Innovat Technol, Manno, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Dept Innovat Technol, Viganello Lugano, Switzerland",Switzerland,Both,1,3,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Inst Earth Sci, Canobbio, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Southern Switzerland, Inst Earth Sci, Canobbio, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci & Arts Western Mumbai, Sch Engn & Architecture, Inst Chem Technol, CH-1700 Fribourg, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, 150 Route Presinge, CH-1254 Jussey, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, CHANGINS, Viticulture & Oenol, Nyon, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, Delemt, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, EHL HES SO, Lausanne, Switzerland",Switzerland,Both,1,2,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, EHL Hospitality Business Sch, HES SO, Lausanne, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, EHL Lausanne, HESSO, Delemont, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, Haute Ecole Specialisee Suisse Occident HEPIA HES, Haute Ecole Paysage Ingn & Architecture Geneve, Tissue Engn Lab, Geneva, Switzerland",Switzerland,Both,1,3,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, Hepia Lullier, CH-1254 Jussey, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, Inst Tourism, HES SO Valais, Sierre, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, MedGift Res Unit, Sierre, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts Western Switzerland, Sch Nursing Sci, La Source, Lausanne, Switzerland",Switzerland,Both,1,2,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci & Arts, Luzern, Switzerland",Switzerland,Both,1,1,Lucerne University of Applied Sciences and Arts - HSLU
"Univ Appl Sci FHNW, Inst Aerosol & Sensor Technol, Windisch, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, CH-4600 Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, Inst Aerosol & Sensor Technol, Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, Inst Informat Syst, Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, Olten, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci Northwestern Switzerland, Windisch, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci So Switzerland, DynaMat Lab, CH-6952 Canobbio, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci So Switzerland, World Habitat Res Ctr, Canobbio, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci Southern Switzerland, DynaMat Lab, Canobbio, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts of Southern Switzerland - SUPSI
"Univ Appl Sci Western Switzerland HES SO Sierre, Inst Informat Syst, Sierre, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland HES SO, Geneva Sch Business Adm, CH-1227 Carouge, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland HES SO, Geneva Sch Business Adm, Supply Chain Logist & Operat Management, CH-1227 Carouge, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland HES SO, Geneva Sch Business Adm, Supply Chain Logist & Operat Management, CH-1227 Carouge, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland HES SO, Inst Informat Syst, CH-3960 Sierre, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland HES SO, Sierre, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Fac Engn & Architecture, Dept Chem, Perolles 80, CH-1700 Fribourg, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Fribourg, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Geneva Sch Business Adm, HES SO, Carouge, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Geneva Sch Business Adm, HES SO, Geneva, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Geneva Sch Business Adm, HES So, CH-1227 Geneva, Switzerland",Switzerland,Both,1,2,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, HES SO, Geneva Sch Business Adm, Geneva, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Haute Ecole Gest Geneve, HES SO, Route Drize 7, CH-1227 Geneva, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Hepia, Route Presinge, CH-1501254 Jussey, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Nat Management, Geneva, Jussy, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Sch Business Adm, CH-1227 Geneva, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Sch Engn & Architecture Fribourg HEIA FR, Delemont, Switzerland",Switzerland,WoS,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci Western Switzerland, Sch Engn, Inst Life Technol, Sion, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci, CH-1705 Fribourg, Switzerland",Switzerland,Both,1,1,University of Applied Sciences and Arts Western Switzerland - HES-SO
"Univ Appl Sci, Geneva Sch Business Adm, Geneva, Switzerland",Switzerland,Both,1,1,University of Applied Sciences Western Switzerland - HES-SO (Geneva School of Business Administration)!
"Univ Appl Sci, Inst Polymer Engn, CH-5210 Windisch, Switzerland",Switzerland,Both,1,2,University of Applied Sciences and Arts Northwestern Switzerland (without UTE) - FHNW
"Univ Appl Sci, Inst Res & Dev Collaborat Proc, Basel, Switzerland",Switzerland,WoS,1,1,Eastern Switzerland University of Applied Sciences - OST
"Univ Appl Sci, Klosterzelgstr 2, CH-5210 Windisch, Switzerland",Switzerland,Both,1,1,Eastern Switzerland University of Applied Sciences - OST
"Univ Autonoma Nuevo Leon UANL, Fac Ciencias Biol, Lab Entomol Med, Ave Univ S-N Ciudad Univ, San Nicolas De Los Garza 66455, Mexico; Indian Council Med Res, Vector Control Res Ctr VCRC, Indira Nagar, Pondicherry 605006, India; Kasetsart Univ KU, 50 Ngam Wong Wan Rd, Bangkok 10900, Thailand; Kilimanjaro Christian Med Univ Coll, Kilimanjaro Christian Med Ctr KCMC, Pan African Malaria Vector Res Consortium KCMUCo, POB 2228, Sokoine Rd, Moshi, Kilimanjaro, Tanzania; Keppel St, London, England; Pembroke Pl, Liverpool, Merseyside, England; Ctr Dis Control & Prevent CDC, Entomol Branch, 1600 Clifton Rd, Atlanta, GA 30329 USA; Fundacao Oswaldo Cruz FIOCRUZ, Lab Fisiologia&Controle Artropodes Vetores Lafica, Inst Oswaldo Cruz IOC, Ave Brasil, 4365 Manguinhos, BR-21040360 Rio De Janeiro, Brazil; Swiss Trop & Publ Hlth Inst Swiss TPH, Kreuzstrasse 2, CH-4312 Allschwil, Switzerland; Univ Basel, POB, Petersplatz 1, CH-4001 Basel, Switzerland; Face Ecole Infirmiers, Inst Pierre Richet IPR, Inst Natl St Publ INSP, 01 BP 1500, Bouake, Cote Ivoire; Ctr Rech Entomol Cotonou CREC, Minist St du Benin e, BP 2604, Cotonou, Benin; Univ Nacl Colombia, Fac Med, Publ Hlth Dept, Bogota, Colombia; Indian Council Med Res, Natl Inst Malaria Res NIMR, Sect 8, New Delhi 110077, India; Univ Sains Malaysia, Sch Biol Sci, Vector Control Res Unit VCRU, George Town, Malaysia; Environm Hlth Inst EHI, Natl Environm Agcy NEA, 11 Biopolis Way, 06-05-08 Helios Block, Singapore 138667, Singapore; Mahidol Univ MU, Fac Trop Med, Dept Med Entomol, 420-6 Ratchawithi Rd, Bangkok 10400, Thailand; ICMR Natl Inst Malaria Res NIMR, Bengaluru 562110, India; WHO, Dept Control Neglected Trop Dis, Vet Publ Hlth & Environm Unit, Vector Control, 20 Ave Appia, CH-1211 Geneva 27, Switzerland",Switzerland,Both,1,1,"Here are the standardized institute names:

1. University Autonoma of Nuevo Leon - UANL
2. Indian Council of Medical Research - ICMR
3. Kasetsart University - KU
4. Kilimanjaro Christian Medical University College - KCMUCo
5. Centers for Disease Control and Prevention - CDC
6. Oswaldo Cruz Foundation - FIOCRUZ
7. Swiss Tropical and Public Health Institute - Swiss TPH
8. University of Basel - BS
9. Institut National de Santé Publique - INSP!
10. Indian Council of Medical Research - ICMR
11. Sains Malaysia University!
12. Environmental Health Institute - EHI
13. Mahidol University - MU
14. World Health Organization - WHO"
